Boolean,Quotes,Themes
1,"In modern times, the sisters have largely disappeared from the collective consciousness, but the idea of Fate hasn't. Why do we still believe? Does it make tragedy more bearable to believe that we ourselves had no hand in it, that we couldn't have prevented it? It was always ever thus.","[""immigration-and-the-american-dream"", ""passion-vs-reason"", ""interconnectedness-and-destiny""]"
1,"The sheer number of actions and reactions it's taken to form our solar system, our galaxy, our universe, it's astonishing. The number of things that had to go exactly right is overwhelming.","[""passion-vs-reason"", ""interconnectedness-and-destiny""]"
1,"Yes, she'd been frustrated with him for years, but that one moment showed us all how far apart they really were now. Even Peter, who sides with my mother in all things, flinched a little. ","[""immigration-and-the-american-dream"", ""passion-vs-reason"", ""interconnectedness-and-destiny"", ""isolation-vs-connection""]"
1,Should I tell him about my father's aborted dreams? Should I tell him that I think dreams never die even when they're dead? Should I tell him that I suspect my father lives a better life in his head?,"[""immigration-and-the-american-dream"", ""passion-vs-reason"", ""isolation-vs-connection""]"
1,"I open my mouth to ask for more facts and specifics. I find them reassuring. The poem comes back to me. ""'Hope' is the thing with feathers."" I close my mouth. For the second time today I'm letting go of the details. Maybe I don't need them. It would be so nice to let someone else take over this burden for a little while.","[""immigration-and-the-american-dream"", ""passion-vs-reason""]"
1,"Before these buildings were buildings, they were just the skeletons of them. Before they were skeletons, they were crossbeams and girders. Metal and glass and concrete. And before that, they were construction plans. Before that, architectural plans. And before that, just an idea someone had for the making of a city.","[""passion-vs-reason"", ""interconnectedness-and-destiny""]"
1,"""I think all the good parts of us are connected on some level. The part that shares the last double chocolate chip cookie or donates to charity or gives a dollar to a street musician or becomes a candy striper or cries at Apple commercials or says I love you or I forgive you. I think that's God. God is the connection of the very best parts of us.""","[""interconnectedness-and-destiny"", ""isolation-vs-connection""]"
1,"Sometimes I think my mom's worst fear is being disappointed. She combats this by trying her hardest never to get her hopes up, and urging everyone else to do the same.","[""passion-vs-reason"", ""interconnectedness-and-destiny"", ""isolation-vs-connection""]"
1,"""My parents are immigrants. They moved to this country for a better life. They work all the time so my brother and I can have the American Dream. Nowhere in the American Dream does it say you can skip college and become a starving artist.""","[""immigration-and-the-american-dream"", ""passion-vs-reason"", ""interconnectedness-and-destiny""]"
1,"From this distance, the city looks orderly and planned, as if all of it were created at one time for one purpose. When you're inside it, though, it feels like chaos.","[""interconnectedness-and-destiny"", ""isolation-vs-connection""]"
1,"""What I care about is you, and I'm sure that love is enough to overcome all the bullshit. And it is bullshit. All the handwringing. All the talk about cultures clashing or preserving cultures and what will happen to the kids. All of it is one hundred percent pure, unadulterated bullshit, and I just refuse to care.""","[""immigration-and-the-american-dream"", ""interconnectedness-and-destiny"", ""isolation-vs-connection""]"
1,"Because everything looks like chaos up close. Daniel thinks it's a matter of scale. If you pull back far enough and wait for long enough, then order emerges.","[""passion-vs-reason"", ""interconnectedness-and-destiny"", ""isolation-vs-connection""]"
1,"The art of eloquence has no secrets for us; without us the names of kings would vanish into oblivion, we are the memory of mankind; by the spoken word we bring to life the deeds and exploits of kings for younger generations.","[""storytelling-and-memory"", ""heroism"", ""family-community-and-the-mali-empire""]"
1,"The silk-cotton tree springs from a tiny seed—that which defies the tempest weighs in its germ no more than a grain of rice. Kingdoms are like trees; some will be silk-cotton trees, others will remain dwarf palms and the powerful silk-cotton tree will cover them with its shade.","[""storytelling-and-memory"", ""fate-and-destiny"", ""heroism"", ""family-community-and-the-mali-empire"", ""magic-and-religion""]"
1,"God has his mysteries which none can fathom. You, perhaps, will be a king. You can do nothing about it. You, on the other hand, will be unlucky, but you can do nothing about that either. Each man finds his way already marked out for him and he can change nothing of it.","[""fate-and-destiny"", ""heroism""]"
1,He had already that authoritative way of speaking which belongs to those who are destined to command.,"[""fate-and-destiny"", ""heroism""]"
1,"You will return to reign when you are a man, for it is in Mali that your destiny must be fulfilled.","[""fate-and-destiny"", ""family-community-and-the-mali-empire""]"
